InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536374,21258,VICTORIAN SEWING BOX LARGE,32,12/1/2010 9:09,10.95,15100.0,United Kingdom
536376,22114,HOT WATER BOTTLE TEA AND SYMPATHY,48,12/1/2010 9:32,3.45,15291.0,United Kingdom
536376,21733,RED HANGING HEART T-LIGHT HOLDER,64,12/1/2010 9:32,2.55,15291.0,United Kingdom
536378,22386,JUMBO BAG PINK POLKADOT,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
536378,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
536378,21033,JUMBO BAG CHARLIE AND LOLA TOYS,10,12/1/2010 9:37,2.95,14688.0,United Kingdom
536378,20723,STRAWBERRY CHARLOTTE BAG,10,12/1/2010 9:37,0.85,14688.0,United Kingdom
536378,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,12,12/1/2010 9:37,3.75,14688.0,United Kingdom
536378,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,12/1/2010 9:37,3.75,14688.0,United Kingdom
536378,21094,SET/6 RED SPOTTY PAPER PLATES,12,12/1/2010 9:37,0.85,14688.0,United Kingdom
536378,20725,LUNCH BAG RED RETROSPOT,10,12/1/2010 9:37,1.65,14688.0,United Kingdom
536378,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,12/1/2010 9:37,2.55,14688.0,United Kingdom
536378,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,12/1/2010 9:37,2.55,14688.0,United Kingdom
536378,21212,PACK OF 72 RETROSPOT CAKE CASES,120,12/1/2010 9:37,0.42,14688.0,United Kingdom
536378,21975,PACK OF 60 DINOSAUR CAKE CASES,24,12/1/2010 9:37,0.55,14688.0,United Kingdom
536378,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/1/2010 9:37,0.55,14688.0,United Kingdom
536378,84991,60 TEATIME FAIRY CAKE CASES,24,12/1/2010 9:37,0.55,14688.0,United Kingdom
536378,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,12/1/2010 9:37,2.95,14688.0,United Kingdom
536378,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,48,12/1/2010 9:37,1.25,14688.0,United Kingdom
536378,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,96,12/1/2010 9:37,0.38,14688.0,United Kingdom
536378,21931,JUMBO STORAGE BAG SUKI,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
536378,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,12/1/2010 9:37,1.95,14688.0,United Kingdom
536380,22961,JAM MAKING SET PRINTED,24,12/1/2010 9:41,1.45,17809.0,United Kingdom
536381,22139,RETROSPOT TEA SET CERAMIC 11 PC ,23,12/1/2010 9:41,4.25,15311.0,United Kingdom
536381,84854,GIRLY PINK TOOL SET,5,12/1/2010 9:41,4.95,15311.0,United Kingdom
536381,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,12/1/2010 9:41,1.95,15311.0,United Kingdom
536381,82567,"AIRLINE LOUNGE,METAL SIGN",2,12/1/2010 9:41,2.1,15311.0,United Kingdom
536381,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,12/1/2010 9:41,1.25,15311.0,United Kingdom
536381,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2010 9:41,1.25,15311.0,United Kingdom
536381,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,24,12/1/2010 9:41,1.25,15311.0,United Kingdom
536381,71270,PHOTO CLIP LINE,1,12/1/2010 9:41,1.25,15311.0,United Kingdom
536381,22262,FELT EGG COSY CHICKEN,1,12/1/2010 9:41,0.85,15311.0,United Kingdom
536381,22637,PIGGY BANK RETROSPOT ,1,12/1/2010 9:41,2.55,15311.0,United Kingdom
536381,21934,SKULL SHOULDER BAG,10,12/1/2010 9:41,1.65,15311.0,United Kingdom
536381,21169,YOU'RE CONFUSING ME METAL SIGN ,3,12/1/2010 9:41,1.69,15311.0,United Kingdom
536381,21166,COOK WITH WINE METAL SIGN ,1,12/1/2010 9:41,1.95,15311.0,United Kingdom
536381,21175,GIN + TONIC DIET METAL SIGN,2,12/1/2010 9:41,2.1,15311.0,United Kingdom
536381,37444A,YELLOW BREAKFAST CUP AND SAUCER,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
536381,37444C,PINK BREAKFAST CUP AND SAUCER ,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
536381,22083,PAPER CHAIN KIT RETROSPOT,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
536381,84971S,SMALL HEART FLOWERS HOOK ,6,12/1/2010 9:41,0.85,15311.0,United Kingdom
536381,47580,TEA TIME DES TEA COSY,2,12/1/2010 9:41,2.55,15311.0,United Kingdom
536381,22261,FELT EGG COSY WHITE RABBIT ,1,12/1/2010 9:41,0.85,15311.0,United Kingdom
536381,84832,ZINC WILLIE WINKIE  CANDLE STICK,1,12/1/2010 9:41,0.85,15311.0,United Kingdom
536381,22644,CERAMIC CHERRY CAKE MONEY BANK,1,12/1/2010 9:41,1.45,15311.0,United Kingdom
536381,21533,RETROSPOT LARGE MILK JUG,1,12/1/2010 9:41,4.95,15311.0,United Kingdom
536381,21557,SET OF 6 FUNKY BEAKERS,2,12/1/2010 9:41,2.95,15311.0,United Kingdom
536381,15056BL,EDWARDIAN PARASOL BLACK,2,12/1/2010 9:41,5.95,15311.0,United Kingdom
536381,15056N,EDWARDIAN PARASOL NATURAL,2,12/1/2010 9:41,5.95,15311.0,United Kingdom
536381,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,12/1/2010 9:41,1.45,15311.0,United Kingdom
536381,22176,BLUE OWL SOFT TOY,1,12/1/2010 9:41,2.95,15311.0,United Kingdom
536381,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,12/1/2010 9:41,1.95,15311.0,United Kingdom
536381,22778,GLASS CLOCHE SMALL,3,12/1/2010 9:41,3.95,15311.0,United Kingdom
536381,22719,GUMBALL MONOCHROME COAT RACK,36,12/1/2010 9:41,1.06,15311.0,United Kingdom
536381,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,12/1/2010 9:41,6.75,15311.0,United Kingdom
C536379,D,Discount,-1,12/1/2010 9:41,27.5,14527.0,United Kingdom
536382,21912,VINTAGE SNAKES & LADDERS,8,12/1/2010 9:45,3.75,16098.0,United Kingdom
536382,21832,CHOCOLATE CALCULATOR,12,12/1/2010 9:45,1.65,16098.0,United Kingdom
536382,22379,RECYCLING BAG RETROSPOT ,10,12/1/2010 9:45,2.1,16098.0,United Kingdom
536382,22381,TOY TIDY PINK POLKADOT,50,12/1/2010 9:45,1.85,16098.0,United Kingdom
536382,22798,ANTIQUE GLASS DRESSING TABLE POT,8,12/1/2010 9:45,2.95,16098.0,United Kingdom
536382,22926,IVORY GIANT GARDEN THERMOMETER,12,12/1/2010 9:45,5.95,16098.0,United Kingdom
536382,22839,3 TIER CAKE TIN GREEN AND CREAM,2,12/1/2010 9:45,14.95,16098.0,United Kingdom
536382,22838,3 TIER CAKE TIN RED AND CREAM,2,12/1/2010 9:45,14.95,16098.0,United Kingdom
536382,22783,SET 3 WICKER OVAL BASKETS W LIDS,4,12/1/2010 9:45,16.95,16098.0,United Kingdom
C536383,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,12/1/2010 9:49,4.65,15311.0,United Kingdom
536384,82484,WOOD BLACK BOARD ANT WHITE FINISH,3,12/1/2010 9:53,6.45,18074.0,United Kingdom
536384,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,12/1/2010 9:53,0.65,18074.0,United Kingdom
536384,22464,HANGING METAL HEART LANTERN,12,12/1/2010 9:53,1.65,18074.0,United Kingdom
536384,21324,HANGING MEDINA LANTERN SMALL,6,12/1/2010 9:53,2.95,18074.0,United Kingdom
536384,22457,NATURAL SLATE HEART CHALKBOARD ,12,12/1/2010 9:53,2.95,18074.0,United Kingdom
536384,22469,HEART OF WICKER SMALL,40,12/1/2010 9:53,1.45,18074.0,United Kingdom
536384,22470,HEART OF WICKER LARGE,40,12/1/2010 9:53,2.55,18074.0,United Kingdom
536384,22224,WHITE LOVEBIRD LANTERN,6,12/1/2010 9:53,2.95,18074.0,United Kingdom
536384,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,12/1/2010 9:53,12.75,18074.0,United Kingdom
536384,22189,CREAM HEART CARD HOLDER,4,12/1/2010 9:53,3.95,18074.0,United Kingdom
536384,22427,ENAMEL FLOWER JUG CREAM,3,12/1/2010 9:53,5.95,18074.0,United Kingdom
536384,22428,ENAMEL FIRE BUCKET CREAM,6,12/1/2010 9:53,6.95,18074.0,United Kingdom
536384,22424,ENAMEL BREAD BIN CREAM,8,12/1/2010 9:53,10.95,18074.0,United Kingdom
536385,22663,JUMBO BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.95,17420.0,United Kingdom
536385,85049A,TRADITIONAL CHRISTMAS RIBBONS,12,12/1/2010 9:56,1.25,17420.0,United Kingdom
536385,22168,ORGANISER WOOD ANTIQUE WHITE ,2,12/1/2010 9:56,8.5,17420.0,United Kingdom
536385,22662,LUNCH BAG DOLLY GIRL DESIGN,10,12/1/2010 9:56,1.65,17420.0,United Kingdom
536386,84880,WHITE WIRE EGG HOLDER,36,12/1/2010 9:57,4.95,16029.0,United Kingdom
536386,85099B,JUMBO BAG RED RETROSPOT,100,12/1/2010 9:57,1.65,16029.0,United Kingdom
536387,79321,CHILLI LIGHTS,192,12/1/2010 9:58,3.82,16029.0,United Kingdom
536387,22780,LIGHT GARLAND BUTTERFILES PINK,192,12/1/2010 9:58,3.37,16029.0,United Kingdom
536387,22779,WOODEN OWLS LIGHT GARLAND ,192,12/1/2010 9:58,3.37,16029.0,United Kingdom
536387,22466,FAIRY TALE COTTAGE NIGHTLIGHT,432,12/1/2010 9:58,1.45,16029.0,United Kingdom
536388,21363,HOME SMALL WOOD LETTERS,3,12/1/2010 9:59,4.95,16250.0,United Kingdom
536388,21411,GINGHAM HEART  DOORSTOP RED,3,12/1/2010 9:59,4.25,16250.0,United Kingdom
536388,22318,FIVE HEART HANGING DECORATION,6,12/1/2010 9:59,2.95,16250.0,United Kingdom
536388,22915,ASSORTED BOTTLE TOP  MAGNETS ,12,12/1/2010 9:59,0.42,16250.0,United Kingdom
536388,22922,FRIDGE MAGNETS US DINER ASSORTED,12,12/1/2010 9:59,0.85,16250.0,United Kingdom
536388,22969,HOMEMADE JAM SCENTED CANDLES,12,12/1/2010 9:59,1.45,16250.0,United Kingdom
536388,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,12/1/2010 9:59,0.85,16250.0,United Kingdom
536388,21115,ROSE CARAVAN DOORSTOP,4,12/1/2010 9:59,6.75,16250.0,United Kingdom
536388,22242,5 HOOK HANGER MAGIC TOADSTOOL,12,12/1/2010 9:59,1.65,16250.0,United Kingdom
536389,22941,CHRISTMAS LIGHTS 10 REINDEER,6,12/1/2010 10:03,8.5,12431.0,Australia
536389,21622,VINTAGE UNION JACK CUSHION COVER,8,12/1/2010 10:03,4.95,12431.0,Australia
536389,35004G,SET OF 3 GOLD FLYING DUCKS,4,12/1/2010 10:03,6.35,12431.0,Australia
536389,85014B,RED RETROSPOT UMBRELLA,6,12/1/2010 10:03,5.95,12431.0,Australia
536389,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,12/1/2010 10:03,5.95,12431.0,Australia
536389,22193,RED DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431.0,Australia
536389,22192,BLUE DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431.0,Australia
536389,22191,IVORY DINER WALL CLOCK,2,12/1/2010 10:03,8.5,12431.0,Australia
536389,22195,LARGE HEART MEASURING SPOONS,24,12/1/2010 10:03,1.65,12431.0,Australia
536389,22196,SMALL HEART MEASURING SPOONS,24,12/1/2010 10:03,0.85,12431.0,Australia
536390,22962,JAM JAR WITH PINK LID,48,12/1/2010 10:19,0.72,17511.0,United Kingdom
536390,22963,JAM JAR WITH GREEN LID,48,12/1/2010 10:19,0.72,17511.0,United Kingdom
536390,22968,ROSE COTTAGE KEEPSAKE BOX ,8,12/1/2010 10:19,8.5,17511.0,United Kingdom
536390,84970S,HANGING HEART ZINC T-LIGHT HOLDER,144,12/1/2010 10:19,0.64,17511.0,United Kingdom
536390,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,40,12/1/2010 10:19,2.55,17511.0,United Kingdom
536390,20668,DISCO BALL CHRISTMAS DECORATION,288,12/1/2010 10:19,0.1,17511.0,United Kingdom
536390,22197,SMALL POPCORN HOLDER,100,12/1/2010 10:19,0.72,17511.0,United Kingdom
536390,22198,LARGE POPCORN HOLDER ,50,12/1/2010 10:19,1.45,17511.0,United Kingdom
536390,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,12/1/2010 10:19,0.64,17511.0,United Kingdom
536390,21086,SET/6 RED SPOTTY PAPER CUPS,48,12/1/2010 10:19,0.65,17511.0,United Kingdom
536390,21786,POLKADOT RAIN HAT ,144,12/1/2010 10:19,0.32,17511.0,United Kingdom
536390,22654,DELUXE SEWING KIT ,40,12/1/2010 10:19,4.95,17511.0,United Kingdom
536390,21485,RETROSPOT HEART HOT WATER BOTTLE,24,12/1/2010 10:19,4.25,17511.0,United Kingdom
536390,84030E,ENGLISH ROSE HOT WATER BOTTLE,24,12/1/2010 10:19,3.75,17511.0,United Kingdom
536390,22174,PHOTO CUBE,48,12/1/2010 10:19,1.48,17511.0,United Kingdom
C536391,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,12/1/2010 10:24,1.65,17548.0,United Kingdom
C536391,21984,PACK OF 12 PINK PAISLEY TISSUES ,-24,12/1/2010 10:24,0.29,17548.0,United Kingdom
C536391,21983,PACK OF 12 BLUE PAISLEY TISSUES ,-24,12/1/2010 10:24,0.29,17548.0,United Kingdom
C536391,21980,PACK OF 12 RED RETROSPOT TISSUES ,-24,12/1/2010 10:24,0.29,17548.0,United Kingdom
C536391,21484,CHICK GREY HOT WATER BOTTLE,-12,12/1/2010 10:24,3.45,17548.0,United Kingdom
C536391,22557,PLASTERS IN TIN VINTAGE PAISLEY ,-12,12/1/2010 10:24,1.65,17548.0,United Kingdom
C536391,22553,PLASTERS IN TIN SKULLS,-24,12/1/2010 10:24,1.65,17548.0,United Kingdom
536392,22150,3 STRIPEY MICE FELTCRAFT,6,12/1/2010 10:29,1.95,13705.0,United Kingdom
536392,22619,SET OF 6 SOLDIER SKITTLES,4,12/1/2010 10:29,3.75,13705.0,United Kingdom
536392,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,12/1/2010 10:29,1.25,13705.0,United Kingdom
536392,21889,WOODEN BOX OF DOMINOES,12,12/1/2010 10:29,1.25,13705.0,United Kingdom
536392,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,12/1/2010 10:29,165.0,13705.0,United Kingdom
536392,22127,PARTY CONES CARNIVAL ASSORTED,12,12/1/2010 10:29,1.25,13705.0,United Kingdom
536392,22128,PARTY CONES CANDY ASSORTED,12,12/1/2010 10:29,1.25,13705.0,United Kingdom
536392,22502,PICNIC BASKET WICKER SMALL,4,12/1/2010 10:29,5.95,13705.0,United Kingdom
536392,22338,STAR DECORATION PAINTED ZINC ,24,12/1/2010 10:29,0.65,13705.0,United Kingdom
536393,22180,RETROSPOT LAMP,8,12/1/2010 10:37,9.95,13747.0,United Kingdom
536394,21506,"FANCY FONT BIRTHDAY CARD, ",24,12/1/2010 10:39,0.42,13408.0,United Kingdom
536394,22866,HAND WARMER SCOTTY DOG DESIGN,96,12/1/2010 10:39,1.85,13408.0,United Kingdom
536394,22865,HAND WARMER OWL DESIGN,96,12/1/2010 10:39,1.85,13408.0,United Kingdom
536394,22632,HAND WARMER RED RETROSPOT,96,12/1/2010 10:39,1.85,13408.0,United Kingdom
536394,22349,DOG BOWL CHASING BALL DESIGN,12,12/1/2010 10:39,3.75,13408.0,United Kingdom
536394,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,12/1/2010 10:39,1.25,13408.0,United Kingdom
536394,85152,HAND OVER THE CHOCOLATE   SIGN ,12,12/1/2010 10:39,2.1,13408.0,United Kingdom
536394,22652,TRAVEL SEWING KIT,20,12/1/2010 10:39,1.65,13408.0,United Kingdom
536395,22188,BLACK HEART CARD HOLDER,8,12/1/2010 10:47,3.95,13767.0,United Kingdom
536395,21314,SMALL GLASS HEART TRINKET POT,8,12/1/2010 10:47,2.1,13767.0,United Kingdom
536395,22730,ALARM CLOCK BAKELIKE IVORY,4,12/1/2010 10:47,3.75,13767.0,United Kingdom
536395,22729,ALARM CLOCK BAKELIKE ORANGE,8,12/1/2010 10:47,3.75,13767.0,United Kingdom
536395,22867,HAND WARMER BIRD DESIGN,48,12/1/2010 10:47,2.1,13767.0,United Kingdom
536396,22803,IVORY EMBROIDERED QUILT ,2,12/1/2010 10:51,35.75,17850.0,United Kingdom
536397,35004B,SET OF 3 BLACK FLYING DUCKS,12,12/1/2010 10:51,4.65,17924.0,United Kingdom
536398,21844,RED RETROSPOT MUG,6,12/1/2010 10:52,2.95,13448.0,United Kingdom
536398,22468,BABUSHKA LIGHTS STRING OF 10,4,12/1/2010 10:52,6.75,13448.0,United Kingdom
536398,48185,DOORMAT FAIRY CAKE,2,12/1/2010 10:52,7.95,13448.0,United Kingdom
536398,21232,STRAWBERRY CERAMIC TRINKET BOX,12,12/1/2010 10:52,1.25,13448.0,United Kingdom
536398,22064,PINK DOUGHNUT TRINKET POT ,12,12/1/2010 10:52,1.65,13448.0,United Kingdom
536398,22449,SILK PURSE BABUSHKA PINK,6,12/1/2010 10:52,3.35,13448.0,United Kingdom
536398,22835,HOT WATER BOTTLE I AM SO POORLY,8,12/1/2010 10:52,4.65,13448.0,United Kingdom
536398,22112,CHOCOLATE HOT WATER BOTTLE,9,12/1/2010 10:52,4.95,13448.0,United Kingdom
536398,21479,WHITE SKULL HOT WATER BOTTLE ,4,12/1/2010 10:52,3.75,13448.0,United Kingdom
536398,22111,SCOTTIE DOG HOT WATER BOTTLE,9,12/1/2010 10:52,4.95,13448.0,United Kingdom
536401,22110,BIRD HOUSE HOT WATER BOTTLE,1,12/1/2010 11:21,2.55,15862.0,United Kingdom
536401,22098,BOUDOIR SQUARE TISSUE BOX,1,12/1/2010 11:21,1.25,15862.0,United Kingdom
536401,22100,SKULLS SQUARE TISSUE BOX,2,12/1/2010 11:21,1.25,15862.0,United Kingdom
536401,22766,PHOTO FRAME CORNICE,1,12/1/2010 11:21,2.95,15862.0,United Kingdom
536401,22451,SILK PURSE BABUSHKA RED,1,12/1/2010 11:21,3.35,15862.0,United Kingdom
536401,22549,PICTURE DOMINOES,1,12/1/2010 11:21,1.45,15862.0,United Kingdom
536401,84744,S/6 SEW ON CROCHET FLOWERS,1,12/1/2010 11:21,1.25,15862.0,United Kingdom
536401,85049E,SCANDINAVIAN REDS RIBBONS,2,12/1/2010 11:21,1.25,15862.0,United Kingdom
536401,21328,BALLOONS  WRITING SET ,1,12/1/2010 11:21,1.65,15862.0,United Kingdom
536401,17091A,LAVENDER INCENSE IN TIN,1,12/1/2010 11:21,1.25,15862.0,United Kingdom
536401,22473,TV DINNER TRAY VINTAGE PAISLEY,1,12/1/2010 11:21,4.95,15862.0,United Kingdom
536401,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2,12/1/2010 11:21,3.75,15862.0,United Kingdom
536401,84510A,SET OF 4 ENGLISH ROSE COASTERS,2,12/1/2010 11:21,1.25,15862.0,United Kingdom
536401,22767,TRIPLE PHOTO FRAME CORNICE ,2,12/1/2010 11:21,9.95,15862.0,United Kingdom
536401,22768,FAMILY PHOTO FRAME CORNICE,1,12/1/2010 11:21,9.95,15862.0,United Kingdom
536401,21463,MIRRORED DISCO BALL ,1,12/1/2010 11:21,5.95,15862.0,United Kingdom
536401,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,12/1/2010 11:21,4.25,15862.0,United Kingdom
536401,20820,SILVER LOOKING MIRROR,3,12/1/2010 11:21,4.95,15862.0,United Kingdom
536401,85150,LADIES & GENTLEMEN METAL SIGN,1,12/1/2010 11:21,2.55,15862.0,United Kingdom
536401,22117,METAL SIGN HER DINNER IS SERVED ,1,12/1/2010 11:21,2.95,15862.0,United Kingdom
536401,48129,DOORMAT TOPIARY,1,12/1/2010 11:21,7.95,15862.0,United Kingdom
536401,82580,BATHROOM METAL SIGN,1,12/1/2010 11:21,0.55,15862.0,United Kingdom
536401,82578,KITCHEN METAL SIGN,1,12/1/2010 11:21,0.55,15862.0,United Kingdom
536401,82581,TOILET METAL SIGN,2,12/1/2010 11:21,0.55,15862.0,United Kingdom
536401,22413,METAL SIGN TAKE IT OR LEAVE IT ,4,12/1/2010 11:21,2.95,15862.0,United Kingdom
536401,21907,I'M ON HOLIDAY METAL SIGN,2,12/1/2010 11:21,2.1,15862.0,United Kingdom
536401,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,12/1/2010 11:21,2.1,15862.0,United Kingdom
536401,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,12/1/2010 11:21,1.25,15862.0,United Kingdom
536401,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,12/1/2010 11:21,0.85,15862.0,United Kingdom
536401,22810,SET OF 6 T-LIGHTS SNOWMEN,1,12/1/2010 11:21,2.95,15862.0,United Kingdom
536401,22809,SET OF 6 T-LIGHTS SANTA,1,12/1/2010 11:21,2.95,15862.0,United Kingdom
