Total_No_Invoice_Generated,Total_No_of_Items,Total_Spend,Types_Prod_Purchased,Recency,cluster,dbscan_cluster,gmm_cluster,kmeans_cluster
1,23,78.25,5,372,2,0,2,0
1,18,33.8,3,372,2,0,2,0
1,56,56.4,5,372,2,0,2,0
1,55,107.13,7,372,2,0,2,0
1,36,45.0,5,372,2,0,2,0
1,9,16.3,4,372,2,0,2,0
1,40,44.349999999999994,6,372,2,0,2,0
1,30,22.14,6,372,2,0,2,0
1,32,39.25,4,372,2,0,2,0
1,20,112.2,6,372,2,0,2,0
1,7,50.55,6,372,2,0,2,0
1,18,29.499999999999996,7,372,2,0,2,0
1,83,95.7,6,372,2,0,2,0
1,49,40.5,3,372,2,0,2,0
1,103,217.04999999999998,7,372,2,0,2,0
1,61,166.57,7,372,2,0,2,0
1,7,9.75,6,372,2,0,2,0
1,6,11.7,5,372,2,0,2,0
1,5,29.7,3,372,2,0,2,0
1,77,145.29000000000002,5,372,2,0,2,0
1,117,578.25,4,372,2,0,2,0
1,38,39.74,4,372,2,0,2,0
1,50,30.06,3,372,2,0,2,0
1,44,48.4,5,371,2,0,2,0
1,7,8.68,7,371,2,0,2,0
1,1517,303.0,6,371,2,-1,0,0
1,6,18.9,6,371,2,0,2,0
1,16,32.8,7,371,2,0,2,0
1,41,96.85,6,371,2,0,2,0
1,49,16.869999999999997,3,371,2,0,2,0
1,12,26.070000000000004,6,371,2,0,2,0
1,9,28.769999999999996,6,371,2,0,2,0
1,4,16.4,4,371,2,0,2,0
1,3,15.2,3,371,2,0,2,0
1,36,51.599999999999994,4,371,2,0,2,0
1,30,44.5,3,371,2,0,2,0
1,21,48.75,3,371,2,0,2,0
1,14,15.6,3,369,2,0,2,0
1,11,33.58,6,369,2,0,2,0
1,17,56.55,4,369,2,0,2,0
1,87,96.2,7,369,2,0,2,0
1,5,7.55,3,369,2,0,2,0
1,16,202.40000000000003,3,369,2,0,2,0
1,10,21.2,4,369,2,0,2,0
1,53,83.35,5,369,2,0,2,0
1,7,5.49,4,369,2,0,2,0
1,7,30.67,4,369,2,0,2,0
1,13,36.85,5,369,2,0,2,0
1,10,9.8,5,369,2,0,2,0
1,33,41.28,7,369,2,0,2,0
1,12,24.400000000000002,3,369,2,0,2,0
1,13,39.459999999999994,5,369,2,0,2,0
1,11,19.0,6,369,2,0,2,0
1,10,45.7,6,369,2,0,2,0
1,52,47.190000000000005,5,369,2,0,2,0
1,18,22.52,6,369,2,0,2,0
1,12,72.3,7,369,2,0,2,0
1,5,6.25,5,369,2,0,2,0
1,49,60.64999999999999,4,369,2,0,2,0
1,24,134.44,7,369,2,0,2,0
1,7,97.75,5,369,2,0,2,0
1,17,42.52,4,369,2,0,2,0
1,42,79.64,6,369,2,0,2,0
1,14,14.879999999999999,3,369,2,0,2,0
1,107,108.48,7,368,2,0,2,0
1,82,89.46000000000001,6,368,2,0,2,0
1,5,7.35,5,368,2,0,2,0
1,6,7.7,5,368,2,0,2,0
1,27,53.900000000000006,6,368,2,0,2,0
1,3,5.050000000000001,3,368,2,0,2,0
1,12,14.260000000000002,4,368,2,0,2,0
1,53,143.85,6,367,2,0,2,0
1,110,32.2,5,367,2,0,2,0
1,28,21.3,4,367,2,0,2,0
1,19,49.35,7,366,2,0,2,0
1,57,34.61,6,366,2,0,2,0
1,58,45.6,5,366,2,0,2,0
1,8,71.0,6,366,2,0,2,0
1,6,17.83,4,366,2,0,2,0
1,32,64.0,5,366,2,0,2,0
1,49,87.49000000000001,4,366,2,0,2,0
1,38,19.43,4,366,2,0,2,0
1,21,250.4,3,366,2,0,2,0
1,40,70.39,7,365,2,0,2,0
1,59,273.65,7,365,2,0,2,0
1,15,26.85,7,365,2,0,2,0
1,9,27.05,3,365,2,0,2,0
1,57,99.25,6,364,2,0,2,0
1,26,82.89999999999999,4,364,2,0,2,0
1,39,122.55,3,364,2,0,2,0
1,42,30.189999999999998,6,364,2,0,2,0
1,72,118.3,7,364,2,0,2,0
1,51,27.31,3,364,2,0,2,0
1,102,151.5,3,362,2,0,2,0
1,107,184.25,5,362,2,0,2,0
1,55,116.25,7,362,2,0,2,0
1,16,86.6,6,361,2,0,2,0
1,46,135.82,7,361,2,0,2,0
1,12,55.7,4,361,2,0,2,0
1,49,177.15,4,361,2,0,2,0
1,62,325.0,3,361,2,0,2,0
1,324,196.2,7,360,2,0,2,0
1,52,88.68,3,360,2,0,2,0
1,109,89.91,6,360,2,0,2,0
1,18,44.6,4,359,2,0,2,0
1,4,31.599999999999998,4,359,2,0,2,0
1,48,100.48,7,359,2,0,2,0
1,42,62.3,5,359,2,0,2,0
1,24,54.0,3,359,2,0,2,0
1,37,43.7,6,358,2,0,2,0
1,96,162.48,4,358,2,0,2,0
1,37,78.53999999999999,6,358,2,0,2,0
1,3,7.45,3,358,2,0,2,0
1,42,64.56,3,358,2,0,2,0
1,44,78.1,7,357,2,0,2,0
1,15,31.45,4,355,2,0,2,0
1,33,27.16,6,355,2,0,2,0
1,30,19.55,3,355,2,0,2,0
1,109,115.65,7,354,2,0,2,0
1,84,47.879999999999995,3,354,2,0,2,0
1,6,133.79,3,353,2,0,2,0
1,5,10.15,3,351,2,0,2,0
1,60,64.13,6,338,2,0,2,0
1,33,89.7,6,336,2,0,2,0
1,46,51.300000000000004,5,336,2,0,2,0
1,19,58.1,5,332,2,0,2,0
1,1307,3374.6499999999996,4,331,3,-1,0,2
1,32,23.85,3,330,2,0,2,0
1,45,25.14,6,330,2,0,2,0
1,493,1254.15,5,329,2,-1,0,0
1,51,52.8,7,326,2,0,2,0
1,19,39.75,3,326,2,0,2,0
1,24,32.5,5,320,2,0,2,0
1,20,96.1,5,318,2,0,2,0
1,4,19.2,3,316,2,0,2,0
1,14,64.7,4,313,2,0,2,0
1,82,63.32,7,311,2,0,2,0
1,26,53.34,4,310,2,0,2,0
1,26,49.65,5,305,2,0,2,0
1,24,58.5,7,301,2,0,2,0
1,13,30.46,3,299,2,0,2,0
1,72,30.240000000000002,3,296,2,0,2,0
1,108,63.72,5,295,2,0,2,0
1,60,40.68,3,295,2,0,2,0
1,44,33.120000000000005,6,295,2,0,2,0
1,22,61.3,3,292,2,0,2,0
1,10,38.05,4,292,2,0,2,0
1,84,86.5,5,291,2,0,2,0
1,6,19.950000000000003,4,289,2,0,2,0
1,100,65.88000000000001,6,284,2,0,2,0
1,3,7.23,3,281,2,0,2,0
1,15,76.05,6,280,2,0,2,0
1,7,15.15,4,277,2,0,2,0
1,24,58.8,4,276,2,0,2,0
1,40,278.79999999999995,3,275,2,0,2,0
1,16,98.85,4,270,2,0,2,0
1,166,88.14,7,264,2,0,2,0
1,24,39.08,4,264,2,0,2,0
1,129,246.42999999999998,5,257,2,0,2,0
1,3,13.28,3,253,2,0,2,0
1,42,60.2,7,243,2,0,2,0
1,62,56.510000000000005,7,242,2,0,2,0
1,40,62.3,4,242,2,0,2,0
1,59,105.65,6,239,2,0,2,0
1,9,23.401,5,236,2,0,2,0
1,75,129.41,7,234,2,0,2,0
1,80,68.68,6,234,2,0,2,0
1,21,144.3,5,233,2,0,2,0
1,12,17.74,5,232,2,0,2,0
1,69,48.11,5,227,2,0,2,0
1,54,162.18,6,225,2,0,2,0
1,42,56.11,5,220,2,0,2,0
1,282,413.94000000000005,4,220,2,0,2,0
1,32,68.5,4,219,2,0,2,0
1,48,68.42,6,218,2,0,2,0
1,80,326.65000000000003,6,215,2,0,2,0
1,23,145.3,7,215,2,0,2,0
1,26,56.099999999999994,3,213,2,0,2,0
1,9,34.54,5,212,2,0,2,0
1,14,133.0,3,212,2,0,2,0
1,16,43.0,3,212,2,0,2,0
1,34,54.94,5,212,2,0,2,0
1,1420,1227.2999999999997,7,211,0,-1,0,0
1,34,105.69999999999999,5,211,2,0,2,0
1,23,52.71,6,210,2,0,2,0
1,130,213.57999999999998,6,208,2,0,2,0
1,19,36.61,4,207,2,0,2,0
1,25,119.9,5,199,2,0,2,0
1,53,80.87,4,191,2,0,2,0
1,49,61.25,4,190,2,0,2,0
1,17,22.85,5,187,2,0,2,0
1,71,38.879999999999995,5,185,2,0,2,0
1,53,172.75,7,184,2,0,2,0
1,22,49.0,3,184,2,0,2,0
1,21,46.43,4,184,2,0,2,0
1,46,70.28,6,183,2,0,2,0
1,21,24.41,7,179,2,0,2,0
1,7,49.35,3,179,2,0,2,0
1,6,9.16,4,179,2,0,2,0
1,42,61.5,4,178,2,0,2,0
1,39,131.77,3,178,2,0,2,0
1,33,62.8,6,178,2,0,2,0
1,41,139.29000000000002,3,178,2,0,2,0
1,392,618.5899999999999,6,177,1,0,2,1
1,140,276.52,4,175,2,0,2,1
1,48,30.0,3,175,2,0,2,0
1,67,80.16,5,169,2,0,2,1
1,42,133.46,5,158,1,0,2,1
1,41,60.52,6,156,1,0,2,1
1,25,92.23,6,152,1,0,2,1
1,287,277.97,6,150,1,0,2,1
1,496,532.3199999999999,3,150,1,-1,2,1
1,47,78.72999999999999,6,148,1,0,2,1
1,293,1080.8500000000001,7,129,1,-1,0,1
1,115,304.65000000000003,7,127,1,0,2,1
1,73,71.3,6,126,1,0,2,1
1,151,117.0,5,121,1,0,2,1
1,240,221.88,6,119,1,0,2,1
1,242,242.85000000000002,7,110,1,0,2,1
1,12,17.9,3,109,1,0,2,1
1,644,485.4699999999999,6,103,1,0,0,1
1,29,35.15,4,100,1,0,2,1
1,108,42.12,3,99,1,0,2,1
1,20,96.9,6,96,1,0,2,1
1,33,79.72999999999999,7,96,1,0,2,1
1,40,35.14,6,95,1,0,2,1
1,6,32.47,4,94,1,0,2,1
1,25,96.96000000000001,7,92,1,0,2,1
1,60,124.80000000000001,3,89,1,0,2,1
1,33,69.03,7,89,1,0,2,1
1,51,109.28999999999999,4,84,1,0,2,1
1,93,126.85,7,78,1,0,2,1
1,62,44.3,3,78,1,0,2,1
1,92,64.12,4,78,1,0,2,1
1,13,23.16,6,78,1,0,2,1
1,30,67.26,3,78,1,0,2,1
1,87,49.03,6,77,1,0,2,1
1,16,51.6,3,75,1,0,2,1
1,15,77.77,7,68,1,0,2,1
1,156,309.12,6,67,1,0,2,1
1,372,1506.72,5,67,1,-1,0,3
1,564,1428.72,3,67,1,-1,0,3
1,316,1204.36,6,67,1,0,0,1
1,112,178.10000000000002,5,66,1,0,2,1
1,111,150.35,6,65,1,0,2,1
1,3,6.050000000000001,3,64,1,0,2,1
1,18,105.24000000000001,5,64,1,0,2,1
1,6,41.6,3,60,1,0,2,1
1,42,99.7,7,56,1,0,2,1
1,18,63.2,5,54,1,0,2,1
1,25,62.03,7,53,1,0,2,1
1,45,469.3999999999999,6,51,1,0,2,1
1,225,262.6,7,50,1,0,2,1
1,16,40.18,4,45,1,0,2,1
1,113,198.05,3,45,1,0,2,1
1,45,65.85,5,38,1,0,2,1
1,74,73.45,3,30,1,0,2,1
1,31,36.03,4,29,1,0,2,1
1,24,41.800000000000004,4,19,1,0,2,1
1,19,41.13,4,15,1,0,2,1
1,16,15.04,3,4,1,0,2,1
1,631,1757.55,73,18,0,-1,0,3
1,197,334.4,17,310,2,0,2,0
8,536,2506.04,59,36,3,-1,0,2
1,20,89.0,4,204,2,0,2,0
1,530,1079.4,58,232,0,11,2,0
1,240,459.4,13,214,2,0,2,0
3,1591,2811.43,53,22,3,-1,0,2
2,248,1168.06,13,1,1,-1,0,3
3,1165,2662.06,105,52,3,-1,0,2
1,91,189.9,10,287,2,0,2,0
2,408,552.0,23,109,1,1,1,1
4,1506,1313.1,70,7,3,-1,0,3
2,174,641.38,22,291,2,1,0,0
1,173,168.9,11,4,1,0,2,1
2,591,1887.96,63,44,0,-1,0,3
3,794,1298.04,34,71,0,2,0,3
1,197,364.6,14,311,2,0,2,0
1,342,742.9300000000001,33,25,1,0,2,1
2,178,457.5,14,10,1,1,1,1
2,944,1628.12,72,315,0,-1,0,0
2,407,852.24,39,81,1,1,1,1
4,1127,2724.81,77,21,3,-1,0,2
5,808,1845.31,70,4,3,5,0,2
5,1532,1850.56,84,184,3,-1,0,2
2,126,585.27,26,28,1,1,1,1
2,354,401.9,10,337,2,1,0,0
6,1462,2780.66,58,15,3,-1,0,2
1,353,549.84,32,79,1,0,2,1
1,293,439.66,92,21,0,0,1,1
4,816,1582.6000000000001,49,72,0,3,0,3
2,1263,2409.9,110,35,3,-1,0,2
1,1394,1635.6599999999999,85,45,3,-1,0,3
4,1178,1108.65,47,119,0,-1,0,3
1,11,84.3,5,303,2,0,2,0
1,94,225.6,11,323,2,0,2,0
1,96,427.7,5,49,1,0,2,1
1,857,1710.39,54,148,0,-1,0,3
2,1818,3415.3,91,22,3,-1,0,2
5,1416,1708.1200000000001,57,49,3,-1,0,2
5,1409,2888.55,81,32,3,-1,0,2
2,211,693.3299999999999,26,308,2,1,0,0
3,829,1226.88,44,74,0,2,0,3
3,286,758.1,29,66,1,2,1,3
3,300,562.41,16,217,2,2,0,0
1,407,668.58,34,112,1,0,2,1
1,345,600.39,29,63,1,0,2,1
4,484,807.04,32,15,0,3,1,3
8,1339,1859.31,96,0,3,-1,0,2
2,740,1760.96,30,162,0,-1,0,3
1,496,777.2,36,78,1,0,2,1
1,258,582.73,30,194,2,0,2,0
3,533,825.8,26,21,0,2,1,3
1,117,256.4,11,43,1,0,2,1
2,394,806.14,46,84,0,1,1,1
1,211,509.01,16,99,1,0,2,1
2,1180,2906.85,85,14,3,-1,0,2
1,121,173.55,11,366,2,0,2,0
1,182,172.06,12,3,1,0,2,1
1,62,133.4,4,22,1,0,2,1
1,351,1002.3100000000001,57,57,1,0,2,1
1,190,476.49,26,243,2,0,2,0
1,243,449.45,22,44,1,0,2,1
2,128,197.88,7,156,1,1,1,1
2,185,430.57,21,16,1,1,1,1
1,473,707.09,43,134,1,0,2,1
3,1633,3181.04,105,44,3,-1,0,2
2,506,947.4,35,71,0,1,1,3
2,287,826.88,35,94,1,1,1,1
2,536,1189.59,52,18,0,1,1,3
4,776,1344.78,65,53,0,3,0,3
8,112,1212.05,6,10,0,-1,0,2
2,479,742.1899999999999,46,17,0,1,1,1
2,366,729.5400000000001,36,187,1,1,0,1
1,535,723.38,36,53,1,0,2,1
1,236,680.99,36,3,1,0,2,1
1,385,527.2,31,11,1,0,2,1
4,1707,3281.63,129,28,3,-1,0,2
8,1110,2484.98,46,17,3,-1,0,2
3,529,1298.66,46,9,0,2,1,3
1,105,334.93,15,336,2,0,2,0
1,260,460.40000000000003,25,38,1,0,2,1
2,192,263.21000000000004,19,63,1,1,1,1
2,207,433.74,20,165,1,1,1,1
7,707,1246.1000000000001,65,15,3,-1,0,2
1,1236,1043.1,14,81,0,-1,0,1
3,159,403.70000000000005,21,21,1,2,1,3
1,1783,2169.39,149,336,3,-1,0,0
2,90,482.04999999999995,6,18,1,1,1,1
1,23,73.5,23,232,2,0,2,0
3,894,1304.81,19,134,0,-1,0,3
2,271,397.88,57,26,1,1,1,1
1,55,176.5,7,284,2,0,2,0
2,353,982.5699999999999,29,142,1,1,0,3
2,96,132.18,31,66,1,1,1,1
1,462,612.29,35,112,1,0,2,1
1,440,1017.68,51,267,2,11,2,0
1,131,383.7,16,353,2,0,2,0
2,875,1312.06,20,77,0,-1,0,3
5,1318,2056.89,84,0,3,5,0,2
1,175,330.84,17,63,1,0,2,1
5,1439,2634.26,122,79,3,-1,0,2
1,309,599.68,38,142,1,0,2,1
2,194,192.72,11,39,1,1,1,1
3,632,1316.66,64,0,0,2,1,3
3,234,348.71000000000004,18,81,1,2,1,1
6,756,1933.48,51,9,3,4,0,2
4,913,1662.28,51,59,0,3,0,3
1,45,125.22,17,14,1,0,2,1
1,153,349.83000000000004,16,30,1,0,2,1
1,651,1089.18,63,130,0,-1,2,1
2,219,716.35,28,91,1,1,1,1
1,191,363.95,21,29,1,0,2,1
3,680,981.18,47,29,0,2,1,3
1,136,372.7,19,36,1,0,2,1
2,523,1000.39,42,75,0,1,1,3
2,633,1161.5,59,46,0,1,1,3
2,134,207.79999999999998,7,197,2,1,0,0
1,49,95.19999999999999,5,166,2,0,2,1
1,569,964.83,57,79,0,0,2,1
1,100,168.0,10,357,2,0,2,0
2,88,437.82,20,38,1,1,1,1
2,355,599.56,101,50,0,1,1,1
1,196,269.96,11,7,1,0,2,1
2,283,561.71,21,310,2,1,0,0
3,1110,2134.01,91,5,3,-1,0,2
1,177,238.85,16,302,2,0,2,0
1,133,456.9,21,261,2,0,2,0
1,80,145.92,9,288,2,0,2,0
1,265,351.65,19,86,1,0,2,1
2,523,519.61,31,39,1,1,1,1
2,452,1020.42,53,8,0,1,1,3
1,84,160.54000000000002,26,227,2,0,2,0
1,61,218.45,11,315,2,0,2,0
5,967,1315.83,72,35,3,5,0,3
3,469,626.6,137,35,0,2,0,3
2,1196,2794.51,111,21,3,-1,0,2
1,285,440.42,29,78,1,0,2,1
1,238,415.7,24,246,2,0,2,0
1,161,197.71,15,39,1,0,2,1
2,300,511.36,21,238,2,1,0,0
2,1279,2040.1,77,234,3,-1,0,3
1,79,196.94000000000003,11,17,1,0,2,1
1,51,144.0,4,7,1,0,2,1
1,53,214.89999999999998,10,39,1,0,2,1
2,306,646.68,29,28,1,1,1,1
1,228,452.84999999999997,26,317,2,0,2,0
2,290,437.6,11,92,1,1,1,1
3,206,418.09999999999997,14,108,1,2,1,1
2,474,618.27,25,51,1,1,1,1
8,1964,3023.08,84,9,3,-1,0,2
7,956,1032.58,32,29,0,-1,0,2
5,245,577.0600000000001,21,189,0,-1,0,3
1,162,153.12,12,58,1,0,2,1
1,63,739.1999999999999,2,21,1,0,0,1
2,201,254.18,15,79,1,1,1,1
1,1228,1579.51,101,60,0,-1,0,3
3,648,1126.85,57,78,0,2,1,3
5,1049,2099.54,85,22,3,5,0,2
1,846,1193.32,65,52,0,0,0,1
1,262,704.0400000000001,19,74,1,0,2,1
5,1644,3344.38,124,57,3,-1,0,2
1,76,315.6,20,277,2,0,2,0
4,1376,2291.19,82,2,3,3,0,2
2,284,713.3,25,95,1,1,1,1
1,210,352.98,39,29,1,0,2,1
1,96,177.31,11,21,1,0,2,1
3,1181,1339.41,89,14,3,6,0,3
1,69,180.1,11,232,2,0,2,0
1,191,305.1,18,276,2,0,2,0
2,355,641.13,36,106,1,1,1,1
2,1612,2683.82,74,211,3,-1,0,2
3,448,786.46,34,4,0,2,1,3
2,548,1270.88,60,9,0,1,1,3
1,236,640.5,31,57,1,0,2,1
4,1162,2163.98,73,58,3,3,0,2
2,1172,1689.18,97,89,3,-1,0,3
1,577,671.69,39,33,1,0,2,1
1,201,486.1,22,238,2,0,2,0
3,311,1174.58,47,23,0,2,0,3
1,72,185.9,10,115,1,0,2,1
3,552,1013.26,39,25,0,2,1,3
6,1808,3344.64,11,128,3,-1,0,2
1,325,477.91,31,129,1,0,2,1
4,1084,1775.18,58,33,3,3,0,2
2,897,1346.97,43,4,0,1,0,3
1,160,318.05,21,154,1,0,2,1
3,586,623.51,28,107,0,2,0,3
1,254,314.44,20,3,1,0,2,1
1,78,114.0,9,334,2,0,2,0
1,505,919.98,48,331,2,-1,2,0
2,919,2209.85,37,148,0,-1,0,3
5,264,601.98,31,10,0,7,1,3
4,1044,1643.18,35,11,0,-1,0,3
1,320,686.05,36,18,1,0,2,1
1,105,91.68,5,29,1,0,2,1
1,127,245.1,13,11,1,0,2,1
1,37,63.0,3,324,2,0,2,0
1,395,620.13,33,58,1,0,2,1
3,1115,2744.0299999999997,97,150,3,-1,0,2
5,1397,2996.05,58,10,3,-1,0,2
1,78,225.89999999999998,10,329,2,0,2,0
2,351,610.52,42,5,1,1,1,1
4,1133,1970.6,52,38,3,3,0,2
6,670,1331.39,33,24,0,-1,0,2
4,554,1113.02,43,58,0,3,1,3
4,443,862.81,33,0,0,3,1,3
7,1985,2283.63,61,7,3,-1,0,2
6,1523,2863.08,117,28,3,14,0,2
1,107,89.14,7,371,2,0,2,0
2,628,1247.61,57,25,0,1,1,3
1,106,389.01,16,205,2,0,2,0
6,394,1035.8,21,28,0,10,0,3
4,255,855.91,35,127,0,3,0,3
2,509,869.67,32,70,1,1,1,1
4,220,582.1,23,7,1,3,1,3
3,508,957.59,37,28,0,2,1,3
2,678,797.71,50,79,0,1,1,1
1,53,219.0,12,19,1,0,2,1
1,164,283.55,21,71,1,0,2,1
8,1006,2340.84,64,7,3,-1,0,2
1,256,603.42,33,291,2,0,2,0
3,851,1149.02,75,96,0,2,0,3
1,508,848.55,38,0,1,0,2,1
1,192,343.36,20,106,1,0,2,1
2,708,1053.49,60,3,0,1,1,3
2,506,1030.98,49,151,0,1,0,3
1,203,238.25,19,71,1,0,2,1
2,374,644.95,34,5,1,1,1,1
6,1959,2656.13,134,31,3,-1,0,2
4,566,997.63,50,85,0,3,1,3
5,434,725.07,53,3,0,7,0,3
4,445,1031.41,48,5,0,3,1,3
1,164,427.8,24,371,2,0,2,0
4,419,836.33,38,71,0,3,1,3
1,233,453.01,26,113,1,0,2,1
1,111,236.26000000000002,12,179,2,0,2,0
1,137,383.95,22,234,2,0,2,0
1,88,110.39999999999999,4,352,2,0,2,0
2,368,779.5699999999999,38,315,2,1,0,0
1,173,234.0,4,332,2,0,2,0
1,148,155.35,11,372,2,0,2,0
2,486,1013.04,38,78,0,1,1,3
1,342,427.6,27,63,1,0,2,1
2,315,540.13,114,134,0,8,0,1
1,137,275.88,15,128,1,0,2,1
1,144,112.07999999999998,4,86,1,0,2,1
3,902,1531.44,81,52,0,6,0,3
2,1227,1898.52,62,7,3,-1,0,3
2,316,494.08,16,138,1,1,1,1
1,386,1693.88,45,316,2,-1,0,0
1,356,1143.6,32,238,2,0,0,0
1,743,1351.45,12,210,2,-1,0,0
1,556,892.47,55,59,0,0,2,1
5,877,1386.04,48,17,0,9,0,2
6,825,822.23,40,19,0,-1,0,3
2,671,826.74,25,63,0,1,1,1
5,1086,2330.92,82,4,3,5,0,2
6,624,2225.91,76,2,3,-1,0,2
2,280,532.8199999999999,54,9,1,1,1,1
1,131,311.95,14,364,2,0,2,0
3,261,463.66,17,9,1,2,1,3
1,4,91.85,4,65,1,0,2,1
1,166,324.92,21,192,2,0,2,0
1,97,192.60000000000002,2,373,2,0,2,0
1,217,400.53999999999996,25,256,2,0,2,0
2,295,545.48,21,334,2,1,0,0
2,592,860.41,43,53,0,1,1,1
1,68,430.48,14,18,1,0,2,1
1,118,254.03,13,365,2,0,2,0
1,314,427.58,25,186,2,0,2,0
3,188,483.65000000000003,27,36,1,2,1,3
1,220,489.31,25,177,1,0,2,1
3,230,514.85,27,260,2,2,0,0
1,164,229.64000000000001,15,44,1,0,2,1
1,49,125.92,2,101,1,0,2,1
